Year,State Abbr.,State FIPS,State Sales Tax Rate,State Food Sales Tax Rate,Food exempt from state sales tax (Source: FTA) (Y/N),"Statutes tax all ""food products"" sold through (VM) (Y/N)",Statutes EXEMPT all food products sold through (VM) (Y/N),Sales Tax: regular soda sold at retail (not in VM; not fountain),Sales Tax: regular soda (VM),Disfavored tax: Soda (Y/N),Disfavored tax: soda sold through VM (Y/N),Sales Tax rate Bottled Water ,Sales tax: Candy,Sales Tax: Gum,Sales Tax: Chips/ Pretzels (VM),Sales Tax: Ice Cream,Sales Tax: Popsicle,Sales Tax: Milkshakes/ Baked Goods
1997,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
1998,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
1999,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2000,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2001,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2002,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2003,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2004,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2005,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2006,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2007,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2008,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2009,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2010,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2011,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2012,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2013,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2014,AL,1,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
1997,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2005,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2008,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2009,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2010,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2011,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2012,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2013,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2014,AK,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997,AZ,4,5.000,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998,AZ,4,5.000,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999,AZ,4,5.000,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,AZ,4,5.000,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,AZ,4,5.000,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002,AZ,4,5.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003,AZ,4,5.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004,AZ,4,5.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2005,AZ,4,5.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,AZ,4,5.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,AZ,4,5.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2008,AZ,4,5.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2009,AZ,4,5.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2010,AZ,4,5.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2011,AZ,4,6.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2012,AZ,4,6.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2013,AZ,4,6.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2014,AZ,4,5.600,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997,AR,5,4.500,4.500,0.000,0.000,0.000,4.500,4.500,0,0,4.500,4.500,4.500,4.500,4.500,4.500,4.500
1998,AR,5,4.630,4.630,0.000,0.000,0.000,4.630,4.630,0,0,4.630,4.630,4.630,4.630,4.630,4.630,4.630
1999,AR,5,4.630,4.630,0.000,0.000,0.000,4.630,4.630,0,0,4.630,4.630,4.630,4.630,4.630,4.630,4.630
2000,AR,5,4.630,4.630,0.000,0.000,0.000,4.630,4.630,0,0,4.630,4.630,4.630,4.630,4.630,4.630,4.630
2001,AR,5,4.630,4.630,0.000,0.000,0.000,4.630,4.630,0,0,4.630,4.630,4.630,4.630,4.630,4.630,4.630
2002,AR,5,5.125,5.125,0.000,0.000,0.000,5.125,5.125,0,0,5.125,5.125,5.125,5.125,5.125,5.125,5.125
2003,AR,5,5.125,5.125,0.000,0.000,0.000,5.125,5.125,0,0,5.125,5.125,5.125,5.125,5.125,5.125,5.125
2004,AR,5,5.125,5.125,0.000,0.000,0.000,5.125,5.125,0,0,5.125,5.125,5.125,5.125,5.125,5.125,5.125
2005,AR,5,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2006,AR,5,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2007,AR,5,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2008,AR,5,6.000,3.000,1.000,0.000,0.000,3.000,3.000,0,0,3.000,3.000,3.000,3.000,3.000,3.000,3.000
2009,AR,5,6.000,3.000,1.000,0.000,0.000,3.000,3.000,0,0,3.000,3.000,3.000,3.000,3.000,3.000,3.000
2010,AR,5,6.000,2.000,1.000,0.000,0.000,2.000,2.000,0,0,2.000,2.000,2.000,2.000,2.000,2.000,2.000
2011,AR,5,6.000,2.000,1.000,0.000,0.000,2.000,2.000,0,0,2.000,2.000,2.000,2.000,2.000,2.000,2.000
2012,AR,5,6.000,1.500,1.000,0.000,0.000,1.500,1.500,0,0,1.500,1.500,1.500,1.500,1.500,1.500,1.500
2013,AR,5,6.000,1.500,1.000,0.000,0.000,1.500,1.500,0,0,1.500,1.500,1.500,1.500,1.500,1.500,1.500
2014,AR,5,6.500,1.500,1.000,0.000,0.000,1.500,1.500,0,0,1.500,1.500,1.500,1.500,1.500,1.500,1.500
1997,CA,6,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,,0.000,0.000,6.000,0.000,0.000,0.000
1998,CA,6,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,,0.000,0.000,6.000,0.000,0.000,0.000
1999,CA,6,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,,0.000,0.000,6.000,0.000,0.000,0.000
2000,CA,6,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,,0.000,0.000,6.000,0.000,0.000,0.000
2001,CA,6,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,,0.000,0.000,6.000,0.000,0.000,0.000
2002,CA,6,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,,0.000,0.000,6.000,0.000,0.000,0.000
2003,CA,6,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,,0.000,0.000,6.000,0.000,0.000,0.000
2004,CA,6,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,,0.000,0.000,6.000,0.000,0.000,0.000
2005,CA,6,6.250,0.000,1.000,1.000,0.000,6.250,6.250,1,1,,0.000,0.000,6.250,0.000,0.000,0.000
2006,CA,6,6.250,0.000,1.000,1.000,0.000,6.250,6.250,1,1,,0.000,0.000,6.250,0.000,0.000,0.000
2007,CA,6,6.250,0.000,1.000,1.000,0.000,6.250,6.250,1,1,,0.000,0.000,6.250,0.000,0.000,0.000
2008,CA,6,6.250,0.000,1.000,1.000,0.000,6.250,6.250,1,1,,0.000,0.000,6.250,0.000,0.000,0.000
2009,CA,6,6.250,0.000,1.000,1.000,0.000,6.250,6.250,1,1,0.000,0.000,0.000,6.250,0.000,0.000,0.000
2010,CA,6,7.250,0.000,1.000,1.000,0.000,7.250,7.250,1,1,0.000,0.000,0.000,7.250,0.000,0.000,0.000
2011,CA,6,7.250,0.000,1.000,1.000,0.000,7.250,7.250,1,1,0.000,0.000,0.000,7.250,0.000,0.000,0.000
2012,CA,6,6.250,0.000,1.000,1.000,0.000,6.250,6.250,1,1,0.000,0.000,0.000,6.250,0.000,0.000,0.000
2013,CA,6,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2014,CA,6,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
1997,CO,8,3.000,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,3.000,0.000,0.000,0.000,0.000
1998,CO,8,3.000,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,3.000,0.000,0.000,0.000,0.000
1999,CO,8,3.000,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,3.000,0.000,0.000,0.000,0.000
2000,CO,8,3.000,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,3.000,0.000,0.000,0.000,0.000
2001,CO,8,3.000,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,3.000,0.000,0.000,0.000,0.000
2002,CO,8,2.910,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,2.910,0.000,0.000,0.000,0.000
2003,CO,8,2.910,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,2.910,0.000,0.000,0.000,0.000
2004,CO,8,2.910,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,2.910,0.000,0.000,0.000,0.000
2005,CO,8,2.910,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,2.910,0.000,0.000,0.000,0.000
2006,CO,8,2.910,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,2.910,0.000,0.000,0.000,0.000
2007,CO,8,2.910,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,2.910,0.000,0.000,0.000,0.000
2008,CO,8,2.910,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,2.910,0.000,0.000,0.000,0.000
2009,CO,8,2.910,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,2.910,0.000,0.000,0.000,0.000
2010,CO,8,2.910,0.000,1.000,0.000,1.000,0.000,0.000,0,0,0.000,0.000,2.910,0.000,0.000,0.000,0.000
2011,CO,8,2.910,0.000,1.000,0.000,1.000,2.910,2.910,1,1,0.000,2.910,2.910,0.000,0.000,0.000,0.000
2012,CO,8,2.910,0.000,1.000,0.000,1.000,2.910,2.910,1,1,0.000,2.910,2.910,0.000,0.000,0.000,0.000
2013,CO,8,2.910,0.000,1.000,0.000,1.000,2.910,2.910,1,1,0.000,2.910,2.910,0.000,0.000,0.000,0.000
2014,CO,8,2.910,0.000,1.000,0.000,1.000,2.910,2.910,1,1,0.000,2.910,2.910,0.000,0.000,0.000,0.000
1997,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
1998,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
1999,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2000,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2001,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2002,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2003,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2004,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2005,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2006,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2007,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2008,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2009,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2010,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2011,CT,9,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,0.000,0.000,0.000,0.000
2012,CT,9,6.350,0.000,1.000,0.000,0.000,6.350,6.350,1,1,0.000,6.350,6.350,0.000,0.000,0.000,0.000
2013,CT,9,6.350,0.000,1.000,0.000,0.000,6.350,6.350,1,1,0.000,6.350,6.350,0.000,0.000,0.000,0.000
2014,CT,9,6.350,0.000,1.000,0.000,0.000,6.350,6.350,1,1,0.000,6.350,6.350,0.000,0.000,0.000,0.000
1997,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2005,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2008,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2009,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2010,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2011,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2012,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2013,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2014,DE,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997,DC,11,5.750,0.000,1.000,1.000,0.000,5.750,5.750,1,1,5.750,5.750,5.750,5.750,5.750,0.000,5.750
1998,DC,11,5.750,0.000,1.000,1.000,0.000,5.750,5.750,1,1,5.750,5.750,5.750,5.750,5.750,0.000,5.750
1999,DC,11,5.750,0.000,1.000,1.000,0.000,5.750,5.750,1,1,5.750,5.750,5.750,5.750,5.750,0.000,5.750
2000,DC,11,5.750,0.000,1.000,1.000,0.000,5.750,5.750,1,1,5.750,5.750,5.750,5.750,5.750,0.000,5.750
2001,DC,11,5.750,0.000,1.000,1.000,0.000,5.750,5.750,1,1,5.750,5.750,5.750,5.750,5.750,0.000,5.750
2002,DC,11,5.750,0.000,1.000,1.000,0.000,0.000,5.750,0,1,0.000,0.000,0.000,5.750,0.000,0.000,0.000
2003,DC,11,5.750,0.000,1.000,1.000,0.000,0.000,5.750,0,1,0.000,0.000,0.000,5.750,0.000,0.000,0.000
2004,DC,11,5.750,0.000,1.000,1.000,0.000,0.000,5.750,0,1,0.000,0.000,0.000,5.750,0.000,0.000,0.000
2005,DC,11,5.750,0.000,1.000,1.000,0.000,0.000,5.750,0,1,0.000,0.000,0.000,5.750,0.000,0.000,0.000
2006,DC,11,5.750,0.000,1.000,1.000,0.000,0.000,5.750,0,1,0.000,0.000,0.000,5.750,0.000,0.000,0.000
2007,DC,11,5.750,0.000,1.000,1.000,0.000,0.000,5.750,0,1,0.000,0.000,0.000,5.750,0.000,0.000,0.000
2008,DC,11,5.750,0.000,1.000,1.000,0.000,0.000,5.750,0,1,0.000,0.000,0.000,5.750,0.000,0.000,0.000
2009,DC,11,5.750,0.000,1.000,1.000,0.000,0.000,5.750,0,1,0.000,0.000,0.000,5.750,0.000,0.000,0.000
2010,DC,11,6.000,0.000,1.000,1.000,0.000,0.000,6.000,0,1,0.000,0.000,0.000,6.000,0.000,0.000,0.000
2011,DC,11,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,0.000,0.000,6.000,0.000,0.000,0.000
2012,DC,11,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,0.000,0.000,6.000,0.000,0.000,0.000
2013,DC,11,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,0.000,0.000,6.000,0.000,0.000,0.000
2014,DC,11,5.750,0.000,1.000,1.000,0.000,5.750,5.750,1,1,0.000,0.000,0.000,5.750,0.000,0.000,0.000
1997,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,0.000,0.000,0.000
1998,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,0.000,0.000,0.000
1999,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2000,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2001,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2002,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2003,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2004,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2005,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2006,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2007,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2008,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2009,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2010,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2011,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2012,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2013,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
2014,FL,12,6.000,0.000,1.000,0.000,0.000,6.000,6.000,1,1,0.000,6.000,0.000,6.000,6.000,6.000,0.000
