Year,State Abbr.,State FIPS,State Sales Tax Rate,State Food Sales Tax Rate,Food exempt from state sales tax (Source: FTA) (Y/N),"Statutes tax all ""food products"" sold through (VM) (Y/N)",Statutes EXEMPT all food products sold through (VM) (Y/N),Sales Tax: regular soda sold at retail (not in VM; not fountain),Sales Tax: regular soda (VM),Disfavored tax: Soda (Y/N),Disfavored tax: soda sold through VM (Y/N),Sales Tax rate Bottled Water ,Sales tax: Candy,Sales Tax: Gum,Sales Tax: Chips/ Pretzels (VM),Sales Tax: Ice Cream,Sales Tax: Popsicle,Sales Tax: Milkshakes/ Baked Goods
1997,GA,13,4.000,2.000,1.000,0.000,0.000,2.000,4.000,0,1,2.000,2.000,2.000,4.000,2.000,2.000,2.000
1998,GA,13,4.000,1.000,1.000,0.000,0.000,1.000,4.000,0,1,1.000,1.000,1.000,4.000,1.000,1.000,1.000
1999,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2000,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2001,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2002,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2003,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2004,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2005,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2006,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2007,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2008,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2009,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2010,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2011,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2012,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2013,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2014,GA,13,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
1997,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
1998,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
1999,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2000,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2001,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2002,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2003,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2004,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2005,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2006,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2007,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2008,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2009,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2010,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2011,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2012,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2013,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2014,HI,15,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
1997,ID,16,5.000,5.000,0.000,0.000,0.000,5.000,5.000,0,0,5.000,5.000,5.000,5.000,5.000,5.000,5.000
1998,ID,16,5.000,5.000,0.000,0.000,0.000,5.000,5.000,0,0,5.000,5.000,5.000,5.000,5.000,5.000,5.000
1999,ID,16,5.000,5.000,0.000,0.000,0.000,5.000,5.000,0,0,5.000,5.000,5.000,5.000,5.000,5.000,5.000
2000,ID,16,5.000,5.000,0.000,0.000,0.000,5.000,5.000,0,0,5.000,5.000,5.000,5.000,5.000,5.000,5.000
2001,ID,16,5.000,5.000,0.000,0.000,0.000,5.000,5.000,0,0,5.000,5.000,5.000,5.000,5.000,5.000,5.000
2002,ID,16,5.000,5.000,0.000,0.000,0.000,5.000,5.000,0,0,5.000,5.000,5.000,5.000,5.000,5.000,5.000
2003,ID,16,5.000,5.000,0.000,0.000,0.000,5.000,5.000,0,0,5.000,5.000,5.000,5.000,5.000,5.000,5.000
2004,ID,16,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2005,ID,16,5.000,5.000,0.000,0.000,0.000,6.000,6.000,0,0,5.000,6.000,5.000,5.000,5.000,5.000,5.000
2006,ID,16,5.000,5.000,0.000,0.000,0.000,5.000,5.000,0,0,5.000,5.000,5.000,5.000,5.000,5.000,5.000
2007,ID,16,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2008,ID,16,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2009,ID,16,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2010,ID,16,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2011,ID,16,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2012,ID,16,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2013,ID,16,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2014,ID,16,6.000,6.000,0.000,0.000,0.000,6.000,6.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
1997,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
1998,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
1999,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2000,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2001,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2002,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2003,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2004,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2005,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2006,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2007,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2008,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2009,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,1.000,1.000,1.000,1.000,1.000,1.000
2010,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,6.250,6.250,1.000,1.000,1.000,1.000
2011,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,6.250,6.250,1.000,1.000,1.000,1.000
2012,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,6.250,6.250,1.000,1.000,1.000,1.000
2013,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,6.250,6.250,1.000,1.000,1.000,1.000
2014,IL,17,6.250,1.000,1.000,0.000,0.000,6.250,6.250,1,1,1.000,6.250,6.250,1.000,1.000,1.000,1.000
1997,IN,18,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
1998,IN,18,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
1999,IN,18,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2000,IN,18,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2001,IN,18,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2002,IN,18,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2003,IN,18,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2004,IN,18,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2005,IN,18,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2006,IN,18,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2007,IN,18,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2008,IN,18,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2009,IN,18,7.000,0.000,1.000,1.000,0.000,7.000,7.000,1,1,0.000,7.000,7.000,7.000,0.000,0.000,0.000
2010,IN,18,7.000,0.000,1.000,1.000,0.000,7.000,7.000,1,1,0.000,7.000,7.000,7.000,0.000,0.000,0.000
2011,IN,18,7.000,0.000,1.000,1.000,0.000,7.000,7.000,1,1,0.000,7.000,7.000,7.000,0.000,0.000,0.000
2012,IN,18,7.000,0.000,1.000,1.000,0.000,7.000,7.000,1,1,0.000,7.000,7.000,7.000,0.000,0.000,0.000
2013,IN,18,7.000,0.000,1.000,1.000,0.000,7.000,7.000,1,1,0.000,7.000,7.000,7.000,0.000,0.000,0.000
2014,IN,18,7.000,0.000,1.000,1.000,0.000,7.000,7.000,1,1,0.000,7.000,7.000,7.000,0.000,0.000,0.000
1997,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
1998,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
1999,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2000,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2001,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2002,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2003,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2004,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2005,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2006,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2007,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2008,IA,19,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,5.000,0.000,0.000,0.000
2009,IA,19,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2010,IA,19,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2011,IA,19,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2012,IA,19,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2013,IA,19,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2014,IA,19,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
1997,KS,20,4.900,4.900,0.000,0.000,0.000,5.300,5.300,0,0,4.900,4.900,4.900,4.900,4.900,4.900,4.900
1998,KS,20,4.900,4.900,0.000,0.000,0.000,4.900,4.900,0,0,4.900,4.900,4.900,4.900,4.900,4.900,4.900
1999,KS,20,4.900,4.900,0.000,0.000,0.000,4.900,4.900,0,0,4.900,4.900,4.900,4.900,4.900,4.900,4.900
2000,KS,20,4.900,4.900,0.000,0.000,0.000,4.900,4.900,0,0,4.900,4.900,4.900,4.900,4.900,4.900,4.900
2001,KS,20,4.900,4.900,0.000,0.000,0.000,4.900,4.900,0,0,4.900,4.900,4.900,4.900,4.900,4.900,4.900
2002,KS,20,4.900,4.900,0.000,0.000,0.000,4.900,4.900,0,0,4.900,4.900,4.900,4.900,4.900,4.900,4.900
2003,KS,20,5.300,5.300,0.000,0.000,0.000,5.300,5.300,0,0,5.300,5.300,5.300,5.300,5.300,5.300,5.300
2004,KS,20,5.300,5.300,0.000,0.000,0.000,5.300,5.300,0,0,5.300,5.300,5.300,5.300,5.300,5.300,5.300
2005,KS,20,5.300,5.300,0.000,0.000,0.000,5.300,5.300,0,0,5.300,5.300,5.300,5.300,5.300,5.300,5.300
2006,KS,20,5.300,5.300,0.000,0.000,0.000,5.300,5.300,0,0,5.300,5.300,5.300,5.300,5.300,5.300,5.300
2007,KS,20,5.300,5.300,0.000,0.000,0.000,5.300,5.300,0,0,5.300,5.300,5.300,5.300,5.300,5.300,5.300
2008,KS,20,5.300,5.300,0.000,0.000,0.000,5.300,5.300,0,0,5.300,5.300,5.300,5.300,5.300,5.300,5.300
2009,KS,20,5.300,5.300,0.000,0.000,0.000,5.300,5.300,0,0,5.300,5.300,5.300,5.300,5.300,5.300,5.300
2010,KS,20,5.300,5.300,0.000,0.000,0.000,5.300,5.300,0,0,5.300,5.300,5.300,5.300,5.300,5.300,5.300
2011,KS,20,6.300,6.300,0.000,0.000,0.000,6.300,6.300,0,0,6.300,6.300,6.300,6.300,6.300,6.300,6.300
2012,KS,20,6.300,6.300,0.000,0.000,0.000,6.300,6.300,0,0,6.300,6.300,6.300,6.300,6.300,6.300,6.300
2013,KS,20,6.300,6.300,0.000,0.000,0.000,6.300,6.300,0,0,6.300,6.300,6.300,6.300,6.300,6.300,6.300
2014,KS,20,6.150,6.150,0.000,0.000,0.000,6.150,6.150,0,0,6.150,6.150,6.150,6.150,6.150,6.150,6.150
1997,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
1998,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
1999,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2000,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2001,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2002,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2003,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2004,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2005,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2006,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2007,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2008,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2009,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2010,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2011,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2012,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2013,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
2014,KY,21,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,6.000,6.000,6.000,0.000,0.000,0.000
1997,LA,22,4.000,3.000,1.000,0.000,0.000,3.000,3.000,0,0,4.000,3.000,3.000,3.000,3.000,3.000,3.000
1998,LA,22,4.000,3.000,1.000,0.000,0.000,3.000,3.000,0,0,4.000,3.000,3.000,3.000,3.000,3.000,3.000
1999,LA,22,4.000,3.000,1.000,0.000,0.000,3.000,3.000,0,0,4.000,3.000,3.000,3.000,3.000,3.000,3.000
2000,LA,22,4.000,3.000,1.000,0.000,0.000,3.000,3.000,0,0,4.000,3.000,3.000,3.000,3.000,3.000,3.000
2001,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2002,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2003,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2004,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2005,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2008,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2009,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2010,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2011,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2012,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2013,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
2014,LA,22,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000
1997,ME,23,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,5.000,6.000,6.000,6.000,6.000,6.000,6.000
1998,ME,23,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,5.000,6.000,6.000,6.000,6.000,6.000,6.000
1999,ME,23,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,5.000,6.000,6.000,6.000,6.000,6.000,6.000
2000,ME,23,5.500,0.000,1.000,1.000,0.000,5.500,5.500,1,1,5.000,5.500,5.500,5.500,5.500,5.500,5.500
2001,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2002,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2003,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2004,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2005,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2006,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2007,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2008,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2009,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2010,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2011,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2012,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2013,ME,23,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,5.000,5.000,5.000,5.000,0.000,0.000,0.000
2014,ME,23,5.500,0.000,1.000,1.000,0.000,5.500,5.500,1,1,5.500,5.500,5.500,5.500,0.000,0.000,0.000
1997,MD,24,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,6.000,5.000,5.000,0.000,5.000,5.000,0.000
1998,MD,24,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,6.000,5.000,5.000,0.000,5.000,5.000,0.000
1999,MD,24,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,6.000,5.000,5.000,0.000,5.000,5.000,0.000
2000,MD,24,5.000,0.000,1.000,1.000,0.000,5.000,5.000,1,1,6.000,5.000,5.000,0.000,5.000,5.000,0.000
